timestamp,episode,step,reward,score,epsilon
"2019-08-06 17:33:52,201",0,69,-0.7,49,0.009993
"2019-08-06 17:34:00,290",1,334,17.2,75,0.009966
"2019-08-06 17:34:05,799",2,530,18.0,51,0.009947
"2019-08-06 17:34:10,574",3,699,15.2,43,0.009930
"2019-08-06 17:34:20,103",4,1034,30.9,89,0.009896
"2019-08-06 17:34:33,093",5,1483,41.5,124,0.009851
"2019-08-06 17:34:37,803",6,1649,15.1,43,0.009835
"2019-08-06 17:34:45,265",7,1916,25.1,69,0.009808
"2019-08-06 17:34:51,101",8,2124,19.3,53,0.009787
"2019-08-06 17:34:55,779",9,2290,15.2,43,0.009770
"2019-08-06 17:35:00,456",10,2459,15.9,43,0.009753
"2019-08-06 17:35:05,170",11,2627,15.6,43,0.009736
"2019-08-06 17:35:10,905",12,2833,19.5,53,0.009716
"2019-08-06 17:35:15,569",13,3002,15.9,43,0.009699
"2019-08-06 17:35:20,234",14,3171,15.9,43,0.009682
"2019-08-06 17:35:24,962",15,3341,15.9,43,0.009665
"2019-08-06 17:35:29,663",16,3509,15.6,43,0.009648
"2019-08-06 17:35:34,344",17,3675,15.4,43,0.009631
"2019-08-06 17:35:39,059",18,3845,16.0,43,0.009614
"2019-08-06 17:35:44,741",19,4047,18.8,52,0.009594
"2019-08-06 17:35:50,429",20,4252,19.3,52,0.009573
"2019-08-06 17:35:55,152",21,4421,15.9,43,0.009556
"2019-08-06 17:36:10,329",22,4957,50.3,147,0.009502
"2019-08-06 17:36:16,692",23,5186,21.6,59,0.009480
"2019-08-06 17:36:24,169",24,5455,25.4,69,0.009453
"2019-08-06 17:36:28,875",25,5625,16.0,43,0.009435
"2019-08-06 17:36:35,328",26,5850,21.0,58,0.009413
"2019-08-06 17:36:58,363",27,6668,77.6,231,0.009331
"2019-08-06 17:37:05,033",28,6907,22.6,62,0.009307
"2019-08-06 17:37:21,802",29,7499,55.7,163,0.009248
"2019-08-06 17:37:35,078",30,7972,44.8,127,0.009201
"2019-08-06 17:37:59,007",31,8810,78.2,240,0.009117
"2019-08-06 17:38:06,908",32,9093,26.7,73,0.009088
"2019-08-06 17:38:31,651",33,9969,82.6,250,0.009001
"2019-08-06 17:38:37,726",34,10187,20.5,56,0.008979
"2019-08-06 17:38:43,398",35,10389,18.6,52,0.008959
"2019-08-06 17:39:06,346",36,11198,76.1,230,0.008878
"2019-08-06 17:39:24,563",37,11846,61.6,178,0.008813
"2019-08-06 17:39:48,866",38,12708,81.7,245,0.008727
"2019-08-06 17:40:09,367",39,13436,69.2,203,0.008654
"2019-08-06 17:40:26,794",40,14055,58.7,170,0.008592
"2019-08-06 17:40:44,378",41,14676,58.8,172,0.008530
"2019-08-06 17:40:58,891",42,15192,49.2,140,0.008478
"2019-08-06 17:41:17,016",43,15837,61.4,177,0.008413
"2019-08-06 17:41:36,009",44,16513,64.7,186,0.008346
"2019-08-06 17:42:00,978",45,17398,84.4,252,0.008257
"2019-08-06 17:42:18,253",46,18006,57.4,168,0.008197
"2019-08-06 17:42:38,230",47,18719,68.1,197,0.008125
"2019-08-06 17:42:51,048",48,19174,43.0,122,0.008080
"2019-08-06 17:43:09,595",49,19832,62.4,182,0.008014
"2019-08-06 17:43:15,207",50,20033,18.8,51,0.007994
"2019-08-06 17:43:41,890",51,20967,88.4,271,0.007900
"2019-08-06 17:44:05,231",52,21789,78.1,234,0.007818
"2019-08-06 17:44:25,219",53,22497,67.2,197,0.007747
"2019-08-06 17:44:43,005",54,23123,58.9,174,0.007685
"2019-08-06 17:44:54,923",55,23542,39.2,113,0.007643
"2019-08-06 17:45:26,714",56,24662,106.7,331,0.007531
"2019-08-06 17:45:55,900",57,25685,97.3,300,0.007428
"2019-08-06 17:46:02,884",58,25934,23.4,65,0.007403
"2019-08-06 17:46:16,448",59,26414,45.3,130,0.007355
"2019-08-06 17:46:39,919",60,27246,79.4,236,0.007272
"2019-08-06 17:47:01,940",61,28024,74.3,219,0.007194
"2019-08-06 17:47:26,650",62,28894,82.2,249,0.007107
"2019-08-06 17:47:44,264",63,29512,58.5,172,0.007045
"2019-08-06 17:48:06,242",64,30276,72.2,219,0.006969
"2019-08-06 17:48:30,265",65,31123,80.5,242,0.006884
"2019-08-06 17:48:51,153",66,31858,69.8,207,0.006811
"2019-08-06 17:49:22,632",67,32972,106.4,328,0.006699
"2019-08-06 17:49:45,297",68,33774,76.4,227,0.006619
"2019-08-06 17:50:14,117",69,34771,95.8,296,0.006519
"2019-08-06 17:50:28,035",70,35243,44.4,134,0.006472
"2019-08-06 17:50:34,057",71,35447,19.1,55,0.006452
"2019-08-06 17:50:57,105",72,36221,73.7,231,0.006374
"2019-08-06 17:51:11,438",73,36701,45.5,138,0.006326
"2019-08-06 17:51:32,635",74,37423,68.9,210,0.006254
"2019-08-06 17:51:43,194",75,37782,33.9,100,0.006218
"2019-08-06 17:51:47,945",76,37943,14.7,43,0.006202
"2019-08-06 17:52:01,254",77,38397,42.6,127,0.006156
"2019-08-06 17:52:08,504",78,38645,23.2,67,0.006131
"2019-08-06 17:52:15,778",79,38901,23.9,67,0.006106
"2019-08-06 17:52:21,809",80,39115,20.1,55,0.006084
"2019-08-06 17:52:33,077",81,39504,36.8,106,0.006045
"2019-08-06 17:52:40,489",82,39756,23.6,69,0.006020
"2019-08-06 17:52:51,903",83,40145,36.6,108,0.005981
"2019-08-06 17:53:05,744",84,40633,46.2,132,0.005932
"2019-08-06 17:53:13,687",85,40915,26.6,74,0.005904
"2019-08-06 17:53:18,563",86,41088,16.2,44,0.005887
"2019-08-06 17:53:25,367",87,41328,22.4,63,0.005863
"2019-08-06 17:53:36,761",88,41733,38.7,108,0.005822
"2019-08-06 17:53:47,926",89,42128,37.3,106,0.005782
"2019-08-06 17:53:52,703",90,42297,15.6,44,0.005765
"2019-08-06 17:54:07,367",91,42813,49.4,141,0.005714
"2019-08-06 17:54:18,595",92,43211,37.7,106,0.005674
"2019-08-06 17:54:26,208",93,43480,25.3,71,0.005647
"2019-08-06 17:54:39,969",94,43963,45.4,132,0.005599
"2019-08-06 17:54:44,749",95,44133,15.7,44,0.005582
