timestamp,episode,step,reward,score,epsilon
"2019-08-09 01:09:55,817",0,0,-1.0,47,0.010000
"2019-08-09 01:10:01,638",1,172,2.6,53,0.009997
"2019-08-09 01:10:06,333",2,328,13.5,43,0.009993
"2019-08-09 01:10:11,013",3,493,15.5,43,0.009990
"2019-08-09 01:10:15,694",4,663,16.0,43,0.009987
"2019-08-09 01:10:20,376",5,835,16.2,43,0.009983
"2019-08-09 01:10:25,112",6,1003,15.8,43,0.009980
"2019-08-09 01:10:29,816",7,1168,15.5,43,0.009977
"2019-08-09 01:10:36,184",8,1387,20.4,59,0.009972
"2019-08-09 01:10:40,881",9,1555,15.3,43,0.009969
"2019-08-09 01:10:45,582",10,1724,15.6,43,0.009966
"2019-08-09 01:10:50,279",11,1888,15.2,43,0.009962
"2019-08-09 01:10:54,980",12,2051,15.1,43,0.009959
"2019-08-09 01:10:59,661",13,2215,15.4,43,0.009956
"2019-08-09 01:11:04,335",14,2385,15.9,43,0.009952
"2019-08-09 01:11:09,016",15,2555,15.8,43,0.009949
"2019-08-09 01:11:13,718",16,2719,15.2,43,0.009946
"2019-08-09 01:11:19,313",17,2912,17.9,51,0.009942
"2019-08-09 01:11:24,032",18,3077,15.5,43,0.009939
"2019-08-09 01:11:28,679",19,3246,15.8,42,0.009935
"2019-08-09 01:11:34,291",20,3451,19.4,52,0.009931
"2019-08-09 01:11:39,003",21,3615,15.2,43,0.009928
"2019-08-09 01:11:43,691",22,3776,15.0,43,0.009925
"2019-08-09 01:11:48,357",23,3939,15.3,43,0.009922
"2019-08-09 01:11:53,044",24,4109,15.9,43,0.009918
"2019-08-09 01:11:57,742",25,4280,16.1,43,0.009915
"2019-08-09 01:12:02,561",26,4446,15.6,43,0.009911
"2019-08-09 01:12:08,200",27,4642,18.4,52,0.009908
"2019-08-09 01:12:13,929",28,4842,18.8,53,0.009904
"2019-08-09 01:12:19,559",29,5046,19.2,52,0.009899
"2019-08-09 01:12:24,335",30,5217,15.8,44,0.009896
"2019-08-09 01:12:30,468",31,5429,19.9,56,0.009892
"2019-08-09 01:12:35,162",32,5590,15.0,43,0.009889
"2019-08-09 01:12:40,862",33,5786,18.1,52,0.009885
"2019-08-09 01:12:46,934",34,6005,20.4,56,0.009880
"2019-08-09 01:12:52,539",35,6209,19.3,51,0.009876
"2019-08-09 01:12:57,263",36,6373,15.4,43,0.009873
"2019-08-09 01:13:06,216",37,6680,29.1,84,0.009867
"2019-08-09 01:13:10,887",38,6848,15.8,43,0.009864
"2019-08-09 01:13:20,251",39,7182,31.3,88,0.009857
"2019-08-09 01:13:24,978",40,7351,15.7,43,0.009854
"2019-08-09 01:13:31,846",41,7589,22.4,63,0.009849
"2019-08-09 01:13:41,513",42,7920,30.9,91,0.009842
"2019-08-09 01:13:59,492",43,8557,59.7,176,0.009830
"2019-08-09 01:14:13,028",44,9039,45.2,130,0.009820
"2019-08-09 01:14:23,784",45,9419,35.2,101,0.009813
"2019-08-09 01:14:36,037",46,9834,39.0,116,0.009804
"2019-08-09 01:14:44,959",47,10139,27.9,83,0.009798
"2019-08-09 01:14:51,788",48,10384,23.0,63,0.009793
"2019-08-09 01:15:06,274",49,10898,48.1,139,0.009783
"2019-08-09 01:15:26,733",50,11619,67.3,202,0.009769
"2019-08-09 01:15:38,483",51,12020,37.3,111,0.009761
"2019-08-09 01:16:01,871",52,12838,76.5,235,0.009745
"2019-08-09 01:16:09,033",53,13096,24.2,66,0.009740
"2019-08-09 01:16:27,202",54,13742,61.3,178,0.009727
"2019-08-09 01:16:33,953",55,13983,22.3,62,0.009722
"2019-08-09 01:16:52,829",56,14622,59.1,185,0.009709
"2019-08-09 01:17:07,373",57,15143,49.2,140,0.009699
"2019-08-09 01:17:29,288",58,15923,73.8,218,0.009684
"2019-08-09 01:17:49,996",59,16651,68.0,205,0.009669
"2019-08-09 01:18:03,351",60,17124,44.3,128,0.009660
"2019-08-09 01:18:18,648",61,17647,49.3,148,0.009649
"2019-08-09 01:18:26,119",62,17912,24.6,69,0.009644
"2019-08-09 01:18:45,025",63,18583,63.6,185,0.009631
"2019-08-09 01:19:02,332",64,19195,57.6,169,0.009619
"2019-08-09 01:19:26,514",65,20049,80.5,243,0.009602
"2019-08-09 01:19:45,145",66,20674,58.4,183,0.009589
"2019-08-09 01:19:56,734",67,21086,38.7,110,0.009581
"2019-08-09 01:20:01,551",68,21259,15.9,44,0.009578
"2019-08-09 01:20:07,071",69,21458,18.5,51,0.009574
"2019-08-09 01:20:21,899",70,21985,49.8,143,0.009563
"2019-08-09 01:20:32,861",71,22360,35.4,103,0.009556
"2019-08-09 01:20:38,770",72,22561,18.2,54,0.009552
"2019-08-09 01:21:02,714",73,23410,80.1,241,0.009535
"2019-08-09 01:21:25,083",74,24207,75.7,223,0.009519
"2019-08-09 01:21:29,808",75,24379,16.1,43,0.009516
"2019-08-09 01:21:44,926",76,24888,47.7,146,0.009506
"2019-08-09 01:21:49,639",77,25056,15.6,43,0.009502
"2019-08-09 01:22:10,908",78,25810,71.8,211,0.009487
"2019-08-09 01:22:26,087",79,26349,51.2,146,0.009477
"2019-08-09 01:22:46,398",80,27066,67.7,201,0.009462
"2019-08-09 01:23:08,402",81,27821,71.7,219,0.009448
"2019-08-09 01:23:13,156",82,27992,15.9,43,0.009444
"2019-08-09 01:23:38,700",83,28890,84.4,259,0.009426
"2019-08-09 01:23:47,658",84,29208,29.7,84,0.009420
"2019-08-09 01:23:52,369",85,29378,15.8,43,0.009417
"2019-08-09 01:24:09,994",86,29970,55.6,172,0.009405
"2019-08-09 01:24:15,836",87,30177,19.2,54,0.009401
"2019-08-09 01:24:23,853",88,30459,26.0,74,0.009395
"2019-08-09 01:24:40,001",89,31030,54.1,157,0.009384
"2019-08-09 01:24:46,499",90,31261,21.4,60,0.009379
"2019-08-09 01:24:54,997",91,31547,26.4,79,0.009374
"2019-08-09 01:25:10,179",92,32073,49.9,146,0.009363
"2019-08-09 01:25:14,968",93,32244,15.9,44,0.009360
"2019-08-09 01:25:37,355",94,33031,74.4,223,0.009344
"2019-08-09 01:25:53,741",95,33609,54.6,159,0.009333
"2019-08-09 01:25:58,565",96,33772,15.0,44,0.009329
"2019-08-09 01:26:17,782",97,34425,61.9,189,0.009316
"2019-08-09 01:26:25,961",98,34716,27.3,76,0.009311
"2019-08-09 01:26:47,762",99,35486,73.0,217,0.009295
"2019-08-09 01:26:56,684",100,35802,30.0,83,0.009289
"2019-08-09 01:27:11,972",101,36317,48.4,148,0.009279
