timestamp,episode,step,reward,score,epsilon
"2019-08-03 08:13:17,065",0,0,-1.0,48,0.099999
"2019-08-03 08:13:21,788",1,153,2.8,43,0.099845
"2019-08-03 08:13:26,452",2,305,12.0,43,0.099692
"2019-08-03 08:13:32,690",3,518,18.1,57,0.099479
"2019-08-03 08:13:37,374",4,680,13.7,43,0.099316
"2019-08-03 08:13:42,075",5,846,14.8,43,0.099149
"2019-08-03 08:13:46,801",6,1006,13.6,43,0.098988
"2019-08-03 08:13:51,486",7,1170,14.1,43,0.098823
"2019-08-03 08:13:56,288",8,1343,15.5,44,0.098649
"2019-08-03 08:14:01,865",9,1540,17.3,51,0.098452
"2019-08-03 08:14:06,582",10,1709,14.8,43,0.098282
"2019-08-03 08:14:13,005",11,1932,19.7,58,0.098058
"2019-08-03 08:14:18,581",12,2132,17.7,51,0.097857
"2019-08-03 08:14:23,299",13,2281,12.3,43,0.097707
"2019-08-03 08:14:28,007",14,2441,13.6,43,0.097546
"2019-08-03 08:14:32,702",15,2608,15.0,43,0.097379
"2019-08-03 08:14:38,354",16,2802,16.2,52,0.097184
"2019-08-03 08:14:43,113",17,2974,15.6,43,0.097011
"2019-08-03 08:14:48,857",18,3178,18.0,53,0.096806
"2019-08-03 08:14:53,550",19,3349,15.4,43,0.096634
"2019-08-03 08:14:58,244",20,3511,14.0,43,0.096472
"2019-08-03 08:15:05,189",21,3758,22.0,64,0.096224
"2019-08-03 08:15:09,880",22,3926,14.8,43,0.096055
"2019-08-03 08:15:14,579",23,4082,13.4,43,0.095898
"2019-08-03 08:15:20,102",24,4260,15.7,50,0.095719
"2019-08-03 08:15:30,260",25,4607,30.1,96,0.095372
"2019-08-03 08:15:34,937",26,4766,13.6,43,0.095212
"2019-08-03 08:15:39,626",27,4924,14.0,43,0.095053
"2019-08-03 08:15:44,388",28,5073,13.0,43,0.094903
"2019-08-03 08:15:49,135",29,5240,14.9,43,0.094735
"2019-08-03 08:15:53,841",30,5411,15.2,43,0.094563
"2019-08-03 08:15:58,675",31,5584,15.5,44,0.094390
"2019-08-03 08:16:03,464",32,5754,14.9,44,0.094219
"2019-08-03 08:16:08,192",33,5928,15.6,43,0.094044
"2019-08-03 08:16:14,994",34,6173,21.6,63,0.093798
"2019-08-03 08:16:21,334",35,6404,20.5,58,0.093566
"2019-08-03 08:16:26,932",36,6605,18.1,51,0.093365
"2019-08-03 08:16:31,682",37,6764,13.8,43,0.093205
"2019-08-03 08:16:37,379",38,6973,19.0,52,0.092995
"2019-08-03 08:16:42,088",39,7148,16.1,43,0.092819
"2019-08-03 08:16:46,888",40,7317,14.6,44,0.092649
"2019-08-03 08:16:51,676",41,7484,14.3,44,0.092482
"2019-08-03 08:16:56,482",42,7658,15.4,44,0.092307
"2019-08-03 08:17:01,187",43,7825,14.4,43,0.092139
"2019-08-03 08:17:07,294",44,8043,19.0,56,0.091920
"2019-08-03 08:17:12,118",45,8222,16.3,44,0.091740
"2019-08-03 08:17:17,924",46,8433,19.4,53,0.091528
"2019-08-03 08:17:22,648",47,8599,14.2,43,0.091362
"2019-08-03 08:17:27,407",48,8771,14.9,43,0.091189
"2019-08-03 08:17:32,169",49,8944,15.2,43,0.091015
"2019-08-03 08:17:41,187",50,9263,28.8,84,0.090695
"2019-08-03 08:17:45,919",51,9429,14.3,43,0.090528
"2019-08-03 08:17:58,901",52,9893,41.4,124,0.090064
"2019-08-03 08:18:03,713",53,10069,15.7,44,0.089887
"2019-08-03 08:18:11,605",54,10352,24.7,73,0.089603
"2019-08-03 08:18:16,291",55,10523,15.1,43,0.089432
"2019-08-03 08:18:21,032",56,10695,15.5,43,0.089259
"2019-08-03 08:18:27,492",57,10920,19.6,59,0.089033
"2019-08-03 08:18:32,199",58,11089,15.3,43,0.088863
"2019-08-03 08:18:39,527",59,11345,22.6,68,0.088606
"2019-08-03 08:18:44,333",60,11509,14.7,44,0.088442
"2019-08-03 08:18:49,151",61,11673,14.0,44,0.088277
"2019-08-03 08:18:57,005",62,11950,24.2,73,0.087999
"2019-08-03 08:19:14,128",63,12559,53.5,167,0.087390
"2019-08-03 08:19:18,859",64,12728,14.8,43,0.087220
"2019-08-03 08:19:23,650",65,12894,14.6,44,0.087053
"2019-08-03 08:19:31,517",66,13165,24.3,73,0.086781
"2019-08-03 08:19:36,259",67,13326,13.5,43,0.086619
"2019-08-03 08:19:43,275",68,13563,20.6,65,0.086382
"2019-08-03 08:19:49,542",69,13784,19.4,57,0.086160
"2019-08-03 08:19:57,204",70,14050,22.5,71,0.085893
"2019-08-03 08:20:05,582",71,14345,26.2,78,0.085597
"2019-08-03 08:20:11,373",72,14554,18.4,53,0.085388
"2019-08-03 08:20:17,890",73,14787,20.3,60,0.085154
"2019-08-03 08:20:24,595",74,15028,20.9,62,0.084912
"2019-08-03 08:20:36,276",75,15451,38.0,111,0.084489
"2019-08-03 08:20:42,023",76,15651,16.9,53,0.084288
"2019-08-03 08:20:53,256",77,16046,34.7,106,0.083892
"2019-08-03 08:21:01,782",78,16354,27.5,80,0.083583
"2019-08-03 08:21:07,538",79,16563,18.5,53,0.083374
"2019-08-03 08:21:17,226",80,16914,31.5,91,0.083022
"2019-08-03 08:21:26,791",81,17247,29.3,90,0.082688
"2019-08-03 08:21:34,919",82,17535,24.8,76,0.082400
"2019-08-03 08:21:39,669",83,17708,15.2,43,0.082226
"2019-08-03 08:21:45,312",84,17900,16.4,52,0.082033
"2019-08-03 08:21:52,209",85,18137,20.7,64,0.081795
"2019-08-03 08:21:57,955",86,18343,18.7,53,0.081588
"2019-08-03 08:22:04,887",87,18591,22.3,64,0.081340
"2019-08-03 08:22:10,685",88,18799,18.6,53,0.081131
"2019-08-03 08:22:15,422",89,18967,14.4,43,0.080962
"2019-08-03 08:22:23,933",90,19266,26.0,79,0.080662
"2019-08-03 08:22:28,655",91,19431,14.3,43,0.080497
"2019-08-03 08:22:36,122",92,19698,23.9,69,0.080229
"2019-08-03 08:22:50,936",93,20229,48.6,143,0.079697
"2019-08-03 08:23:05,565",94,20755,47.4,141,0.079171
"2019-08-03 08:23:15,988",95,21131,33.8,98,0.078794
"2019-08-03 08:23:20,738",96,21299,14.8,43,0.078625
"2019-08-03 08:23:26,497",97,21499,17.2,53,0.078425
"2019-08-03 08:23:31,325",98,21674,15.6,44,0.078249
"2019-08-03 08:23:37,916",99,21886,18.3,61,0.078036
"2019-08-03 08:23:45,199",100,22149,24.1,68,0.077772
"2019-08-03 08:24:00,149",101,22662,46.3,144,0.077259
"2019-08-03 08:24:06,652",102,22897,21.1,60,0.077023
"2019-08-03 08:24:11,366",103,23066,14.6,43,0.076853
"2019-08-03 08:24:22,618",104,23476,37.4,107,0.076443
"2019-08-03 08:24:27,419",105,23646,15.1,44,0.076272
"2019-08-03 08:24:33,093",106,23835,16.1,52,0.076082
"2019-08-03 08:24:40,948",107,24107,24.5,73,0.075809
"2019-08-03 08:24:48,332",108,24364,22.7,69,0.075551
"2019-08-03 08:24:53,004",109,24531,14.7,43,0.075384
"2019-08-03 08:24:59,618",110,24761,20.0,61,0.075153
"2019-08-03 08:25:04,394",111,24925,14.4,43,0.074988
"2019-08-03 08:25:11,197",112,25166,21.2,63,0.074746
"2019-08-03 08:25:19,399",113,25452,25.5,76,0.074460
"2019-08-03 08:25:35,586",114,26016,50.2,157,0.073895
"2019-08-03 08:25:48,897",115,26480,41.3,127,0.073431
"2019-08-03 08:26:05,278",116,27047,50.7,159,0.072863
"2019-08-03 08:26:23,204",117,27674,55.9,175,0.072236
"2019-08-03 08:26:42,675",118,28369,64.4,192,0.071540
"2019-08-03 08:26:47,381",119,28536,14.7,43,0.071373
"2019-08-03 08:26:54,510",120,28766,20.5,66,0.071142
"2019-08-03 08:27:00,327",121,28948,15.7,53,0.070959
"2019-08-03 08:27:22,254",122,29692,67.4,219,0.070215
"2019-08-03 08:27:28,739",123,29912,19.4,60,0.069994
"2019-08-03 08:27:34,504",124,30119,18.5,53,0.069786
"2019-08-03 08:27:46,312",125,30540,37.7,112,0.069365
"2019-08-03 08:27:52,060",126,30741,17.4,53,0.069163
"2019-08-03 08:27:57,776",127,30949,19.1,52,0.068954
"2019-08-03 08:28:03,494",128,31152,18.0,53,0.068750
"2019-08-03 08:28:12,634",129,31455,27.8,86,0.068447
"2019-08-03 08:28:18,423",130,31657,18.0,53,0.068244
"2019-08-03 08:28:30,487",131,32079,38.8,115,0.067821
"2019-08-03 08:28:35,164",132,32248,15.4,43,0.067651
"2019-08-03 08:28:39,895",133,32419,15.2,43,0.067480
"2019-08-03 08:28:45,937",134,32630,18.5,56,0.067268
"2019-08-03 08:28:53,244",135,32882,22.1,68,0.067015
"2019-08-03 08:28:57,951",136,33040,13.8,43,0.066856
"2019-08-03 08:29:06,654",137,33343,27.1,81,0.066552
"2019-08-03 08:29:22,417",138,33899,49.1,153,0.065996
"2019-08-03 08:29:27,174",139,34071,15.4,43,0.065823
"2019-08-03 08:29:32,035",140,34241,15.4,44,0.065652
"2019-08-03 08:29:38,472",141,34462,19.3,59,0.065431
"2019-08-03 08:29:46,338",142,34726,23.2,73,0.065166
"2019-08-03 08:30:00,322",143,35222,45.2,134,0.064669
"2019-08-03 08:30:05,004",144,35394,15.8,43,0.064497
"2019-08-03 08:30:16,641",145,35806,37.6,110,0.064084
"2019-08-03 08:30:21,384",146,35969,14.1,43,0.063920
"2019-08-03 08:30:27,244",147,36178,18.7,54,0.063710
"2019-08-03 08:30:35,352",148,36466,25.9,76,0.063422
"2019-08-03 08:30:41,634",149,36684,19.5,58,0.063203
"2019-08-03 08:30:59,667",150,37313,57.7,176,0.062573
"2019-08-03 08:31:05,508",151,37516,18.4,53,0.062370
"2019-08-03 08:31:14,212",152,37827,28.1,81,0.062058
"2019-08-03 08:31:25,181",153,38223,35.8,104,0.061661
"2019-08-03 08:31:30,878",154,38429,18.2,52,0.061455
"2019-08-03 08:31:35,688",155,38607,16.3,44,0.061276
"2019-08-03 08:31:49,177",156,39084,43.1,129,0.060798
"2019-08-03 08:31:58,201",157,39398,28.8,84,0.060484
"2019-08-03 08:32:22,242",158,40235,76.4,242,0.059646
"2019-08-03 08:32:30,558",159,40531,27.0,77,0.059350
"2019-08-03 08:32:36,203",160,40738,19.0,52,0.059142
"2019-08-03 08:32:43,034",161,40976,20.8,63,0.058903
"2019-08-03 08:32:48,729",162,41178,18.0,52,0.058700
"2019-08-03 08:32:55,887",163,41419,21.2,66,0.058459
"2019-08-03 08:33:06,256",164,41794,34.2,98,0.058083
"2019-08-03 08:33:13,776",165,42070,25.3,70,0.057806
"2019-08-03 08:33:19,462",166,42274,18.4,52,0.057601
"2019-08-03 08:33:28,460",167,42595,28.8,84,0.057280
"2019-08-03 08:33:34,110",168,42795,17.3,52,0.057079
"2019-08-03 08:33:46,789",169,43258,43.1,121,0.056615
"2019-08-03 08:33:56,764",170,43621,33.7,94,0.056252
"2019-08-03 08:34:07,779",171,44012,35.5,104,0.055860
"2019-08-03 08:34:18,062",172,44382,33.3,97,0.055490
"2019-08-03 08:34:30,049",173,44812,38.7,114,0.055059
"2019-08-03 08:34:35,658",174,45015,18.2,51,0.054855
"2019-08-03 08:34:40,412",175,45188,15.4,43,0.054681
"2019-08-03 08:34:54,002",176,45669,43.7,130,0.054200
"2019-08-03 08:35:15,137",177,46424,68.0,210,0.053445
"2019-08-03 08:35:19,860",178,46596,15.3,43,0.053272
"2019-08-03 08:35:24,573",179,46770,15.9,43,0.053097
"2019-08-03 08:35:30,271",180,46971,17.1,52,0.052895
"2019-08-03 08:35:45,777",181,47522,50.8,150,0.052344
"2019-08-03 08:35:52,267",182,47756,20.9,60,0.052109
"2019-08-03 08:36:04,471",183,48197,40.1,116,0.051667
"2019-08-03 08:36:23,194",184,48871,61.3,184,0.050993
"2019-08-03 08:36:28,796",185,49076,18.5,51,0.050787
"2019-08-03 08:36:34,558",186,49280,18.3,53,0.050582
"2019-08-03 08:36:41,429",187,49523,21.9,63,0.050339
"2019-08-03 08:36:50,835",188,49861,30.8,88,0.050000
