timestamp,episode,step,reward,score,epsilon
"2019-08-11 21:34:22,673",0,44,-0.9,48,0.099955
"2019-08-11 21:34:27,579",1,194,5.1,45,0.099804
"2019-08-11 21:34:33,592",2,397,17.3,55,0.099600
"2019-08-11 21:34:38,276",3,558,14.2,43,0.099439
"2019-08-11 21:34:43,027",4,715,13.2,43,0.099281
"2019-08-11 21:34:50,252",5,952,21.0,67,0.099043
"2019-08-11 21:34:55,578",6,1128,15.4,49,0.098866
"2019-08-11 21:35:00,333",7,1280,12.7,43,0.098713
"2019-08-11 21:35:05,087",8,1438,13.9,43,0.098554
"2019-08-11 21:35:09,817",9,1592,13.7,43,0.098400
"2019-08-11 21:35:15,783",10,1786,17.2,55,0.098205
"2019-08-11 21:35:22,965",11,2023,20.8,66,0.097967
"2019-08-11 21:35:28,706",12,2216,17.6,52,0.097773
"2019-08-11 21:35:34,376",13,2409,17.5,52,0.097579
"2019-08-11 21:35:39,143",14,2561,13.0,43,0.097427
"2019-08-11 21:35:43,950",15,2714,13.6,43,0.097273
"2019-08-11 21:35:48,880",16,2866,13.3,43,0.097120
"2019-08-11 21:35:53,588",17,3021,13.2,43,0.096964
"2019-08-11 21:35:59,393",18,3216,17.5,53,0.096768
"2019-08-11 21:36:04,199",19,3376,13.6,44,0.096607
"2019-08-11 21:36:08,905",20,3535,13.8,43,0.096448
"2019-08-11 21:36:14,782",21,3728,16.8,54,0.096254
"2019-08-11 21:36:19,482",22,3868,12.6,43,0.096113
"2019-08-11 21:36:24,164",23,4021,13.6,43,0.095959
"2019-08-11 21:36:29,460",24,4198,15.8,49,0.095781
"2019-08-11 21:36:40,924",25,4579,34.6,109,0.095400
"2019-08-11 21:36:45,724",26,4737,13.8,44,0.095241
"2019-08-11 21:36:51,213",27,4912,15.1,50,0.095065
"2019-08-11 21:36:58,771",28,5159,21.8,70,0.094817
"2019-08-11 21:37:05,389",29,5379,19.5,61,0.094596
"2019-08-11 21:37:10,703",30,5558,16.3,48,0.094417
"2019-08-11 21:37:18,826",31,5818,23.3,73,0.094156
"2019-08-11 21:37:23,621",32,5975,13.3,44,0.093998
"2019-08-11 21:37:28,421",33,6137,14.6,44,0.093835
"2019-08-11 21:37:41,194",34,6548,36.1,122,0.093424
"2019-08-11 21:37:51,046",35,6878,30.3,93,0.093093
"2019-08-11 21:37:59,022",36,7143,24.0,74,0.092827
"2019-08-11 21:38:03,751",37,7299,14.0,43,0.092670
"2019-08-11 21:38:08,417",38,7449,13.1,42,0.092519
"2019-08-11 21:38:18,106",39,7771,29.1,91,0.092197
"2019-08-11 21:38:27,073",40,8068,26.7,84,0.091899
"2019-08-11 21:38:31,816",41,8223,13.4,43,0.091743
"2019-08-11 21:38:38,954",42,8462,21.8,66,0.091504
"2019-08-11 21:38:43,697",43,8612,13.3,43,0.091353
"2019-08-11 21:38:49,474",44,8794,15.7,53,0.091170
"2019-08-11 21:38:56,854",45,9038,21.6,68,0.090925
"2019-08-11 21:39:01,678",46,9197,14.2,44,0.090765
"2019-08-11 21:39:07,134",47,9376,15.6,50,0.090585
"2019-08-11 21:39:14,126",48,9605,20.4,65,0.090356
"2019-08-11 21:39:24,225",49,9938,29.7,95,0.090022
"2019-08-11 21:39:33,287",50,10236,26.5,85,0.089723
"2019-08-11 21:39:37,964",51,10390,13.6,43,0.089568
"2019-08-11 21:39:49,676",52,10778,35.6,111,0.089180
"2019-08-11 21:39:54,365",53,10936,14.2,43,0.089021
"2019-08-11 21:39:59,084",54,11090,13.6,43,0.088866
"2019-08-11 21:40:09,885",55,11456,33.9,102,0.088500
"2019-08-11 21:40:24,263",56,11928,42.8,138,0.088027
"2019-08-11 21:40:32,255",57,12196,24.6,74,0.087758
"2019-08-11 21:40:39,991",58,12455,23.6,72,0.087499
"2019-08-11 21:40:47,987",59,12718,23.5,74,0.087235
"2019-08-11 21:40:57,807",60,13039,28.7,92,0.086913
"2019-08-11 21:41:16,571",61,13653,56.1,184,0.086299
"2019-08-11 21:41:22,347",62,13843,16.8,53,0.086108
"2019-08-11 21:41:27,127",63,14001,13.8,44,0.085949
"2019-08-11 21:41:36,306",64,14307,27.8,86,0.085642
"2019-08-11 21:41:46,249",65,14637,29.7,94,0.085312
"2019-08-11 21:41:54,744",66,14916,25.4,79,0.085032
"2019-08-11 21:42:08,515",67,15366,40.4,132,0.084581
