timestamp,episode,step,reward,score,epsilon
"2019-08-09 22:26:48,722",0,58,-0.8,47,0.009994
"2019-08-09 22:26:53,424",1,199,4.0,43,0.009980
"2019-08-09 22:26:58,154",2,361,13.8,43,0.009964
"2019-08-09 22:27:03,887",3,553,16.3,53,0.009945
"2019-08-09 22:27:08,616",4,719,14.8,43,0.009928
"2019-08-09 22:27:14,659",5,932,19.4,55,0.009907
"2019-08-09 22:27:19,396",6,1099,15.5,43,0.009891
"2019-08-09 22:27:24,139",7,1268,15.8,43,0.009874
"2019-08-09 22:27:28,814",8,1431,14.6,43,0.009857
"2019-08-09 22:27:33,497",9,1600,15.7,43,0.009841
"2019-08-09 22:27:38,180",10,1768,15.6,43,0.009824
"2019-08-09 22:27:42,894",11,1937,15.8,43,0.009807
"2019-08-09 22:27:47,576",12,2107,16.0,43,0.009790
"2019-08-09 22:27:52,269",13,2276,15.6,43,0.009773
"2019-08-09 22:27:56,967",14,2447,15.9,43,0.009756
"2019-08-09 22:28:01,655",15,2617,15.9,43,0.009739
"2019-08-09 22:28:06,379",16,2783,15.6,43,0.009723
"2019-08-09 22:28:11,088",17,2946,15.3,43,0.009707
"2019-08-09 22:28:16,709",18,3141,18.0,52,0.009687
"2019-08-09 22:28:21,424",19,3310,15.8,43,0.009670
"2019-08-09 22:28:26,152",20,3480,16.0,43,0.009653
"2019-08-09 22:28:32,348",21,3693,19.1,57,0.009632
"2019-08-09 22:28:37,034",22,3863,16.0,43,0.009615
"2019-08-09 22:28:41,739",23,4034,16.1,43,0.009598
"2019-08-09 22:28:46,434",24,4205,16.1,43,0.009581
"2019-08-09 22:28:51,131",25,4375,16.0,43,0.009564
"2019-08-09 22:28:57,560",26,4602,21.0,59,0.009542
"2019-08-09 22:29:03,129",27,4800,18.2,51,0.009522
"2019-08-09 22:29:12,818",28,5141,31.4,91,0.009488
"2019-08-09 22:29:21,591",29,5454,29.1,82,0.009457
"2019-08-09 22:29:27,785",30,5678,20.9,57,0.009435
"2019-08-09 22:29:42,843",31,6198,48.3,145,0.009383
"2019-08-09 22:29:52,553",32,6536,31.7,91,0.009350
"2019-08-09 22:30:00,847",33,6835,28.2,77,0.009320
"2019-08-09 22:30:07,276",34,7064,21.4,59,0.009297
"2019-08-09 22:30:14,761",35,7330,24.7,70,0.009271
"2019-08-09 22:30:20,168",36,7520,17.8,49,0.009252
"2019-08-09 22:30:24,887",37,7680,14.7,43,0.009236
"2019-08-09 22:30:31,316",38,7903,20.7,59,0.009214
"2019-08-09 22:30:39,200",39,8184,26.4,73,0.009186
"2019-08-09 22:30:47,724",40,8487,28.2,80,0.009156
"2019-08-09 22:30:52,445",41,8652,14.7,43,0.009139
"2019-08-09 22:31:14,761",42,9425,72.8,223,0.009063
"2019-08-09 22:31:28,728",43,9906,44.9,134,0.009015
"2019-08-09 22:31:40,374",44,10304,37.4,110,0.008975
"2019-08-09 22:31:45,060",45,10472,15.8,43,0.008959
"2019-08-09 22:31:52,569",46,10728,23.8,69,0.008933
"2019-08-09 22:32:02,495",47,11071,31.7,93,0.008899
"2019-08-09 22:32:19,203",48,11655,54.9,162,0.008841
"2019-08-09 22:32:42,244",49,12454,75.1,230,0.008762
