timestamp,episode,step,reward,score,epsilon
"2019-08-10 10:57:48,225",0,61,-0.3,48,0.099969
"2019-08-10 10:57:56,022",1,312,15.0,72,0.099843
"2019-08-10 10:58:00,696",2,472,14.0,43,0.099763
"2019-08-10 10:58:05,471",3,634,14.6,44,0.099681
"2019-08-10 10:58:17,299",4,1044,37.1,112,0.099476
"2019-08-10 10:58:21,970",5,1211,15.2,43,0.099392
"2019-08-10 10:58:26,687",6,1374,14.7,43,0.099310
"2019-08-10 10:58:32,318",7,1563,15.9,52,0.099215
"2019-08-10 10:58:37,911",8,1757,17.3,51,0.099118
"2019-08-10 10:58:42,769",9,1925,15.0,44,0.099033
"2019-08-10 10:58:47,600",10,2093,14.7,44,0.098949
"2019-08-10 10:58:52,317",11,2255,14.1,43,0.098868
"2019-08-10 10:58:57,009",12,2417,14.5,43,0.098786
"2019-08-10 10:59:01,696",13,2574,14.0,43,0.098707
"2019-08-10 10:59:06,445",14,2741,15.1,43,0.098623
"2019-08-10 10:59:11,134",15,2903,14.4,43,0.098542
"2019-08-10 10:59:16,481",16,3081,15.4,49,0.098453
"2019-08-10 10:59:23,821",17,3329,22.2,68,0.098328
"2019-08-10 10:59:28,528",18,3487,13.8,43,0.098249
"2019-08-10 10:59:33,208",19,3649,14.3,43,0.098167
"2019-08-10 10:59:39,986",20,3887,21.5,63,0.098048
"2019-08-10 10:59:45,609",21,4082,17.6,51,0.097950
"2019-08-10 10:59:50,303",22,4248,14.7,43,0.097867
"2019-08-10 11:00:01,399",23,4631,34.4,105,0.097675
"2019-08-10 11:00:06,079",24,4794,14.6,43,0.097593
"2019-08-10 11:00:11,630",25,4987,17.3,51,0.097496
"2019-08-10 11:00:16,383",26,5144,13.1,43,0.097417
"2019-08-10 11:00:24,550",27,5429,25.7,76,0.097274
"2019-08-10 11:00:29,237",28,5591,13.9,43,0.097193
"2019-08-10 11:00:33,934",29,5755,14.6,43,0.097110
"2019-08-10 11:00:40,847",30,5996,21.6,64,0.096990
"2019-08-10 11:00:45,640",31,6160,14.2,43,0.096907
"2019-08-10 11:00:57,755",32,6574,37.1,115,0.096700
"2019-08-10 11:01:03,453",33,6778,18.5,52,0.096597
"2019-08-10 11:01:08,139",34,6944,14.9,43,0.096514
"2019-08-10 11:01:12,908",35,7113,15.4,43,0.096429
"2019-08-10 11:01:27,677",36,7633,48.2,142,0.096169
"2019-08-10 11:01:32,566",37,7803,14.8,44,0.096083
"2019-08-10 11:01:37,978",38,7994,17.2,49,0.095988
"2019-08-10 11:01:44,320",39,8216,19.7,59,0.095876
"2019-08-10 11:01:49,102",40,8376,13.9,43,0.095796
"2019-08-10 11:01:53,818",41,8536,14.6,43,0.095715
"2019-08-10 11:02:12,466",42,9165,57.5,183,0.095401
"2019-08-10 11:02:21,269",43,9472,27.7,82,0.095247
"2019-08-10 11:02:31,137",44,9810,30.7,93,0.095077
"2019-08-10 11:02:40,743",45,10152,31.9,90,0.094906
"2019-08-10 11:02:45,478",46,10311,14.1,43,0.094826
"2019-08-10 11:02:52,087",47,10536,19.9,61,0.094713
"2019-08-10 11:02:56,756",48,10694,13.5,43,0.094634
"2019-08-10 11:03:04,536",49,10952,22.5,72,0.094505
"2019-08-10 11:03:09,251",50,11113,13.6,43,0.094424
"2019-08-10 11:03:14,070",51,11284,15.8,44,0.094338
"2019-08-10 11:03:23,153",52,11599,28.2,85,0.094180
"2019-08-10 11:03:27,841",53,11765,14.8,43,0.094096
"2019-08-10 11:03:35,250",54,12029,24.3,69,0.093964
"2019-08-10 11:03:49,240",55,12517,44.1,134,0.093720
"2019-08-10 11:03:54,038",56,12681,14.5,43,0.093637
"2019-08-10 11:04:02,535",57,12980,27.6,79,0.093488
"2019-08-10 11:04:07,266",58,13142,14.2,43,0.093406
"2019-08-10 11:04:11,984",59,13308,14.6,43,0.093323
"2019-08-10 11:04:16,767",60,13475,14.7,44,0.093239
"2019-08-10 11:04:22,697",61,13678,17.9,54,0.093137
"2019-08-10 11:04:31,317",62,13966,24.5,80,0.092993
"2019-08-10 11:04:38,374",63,14204,21.2,65,0.092873
"2019-08-10 11:04:43,149",64,14370,14.6,43,0.092790
"2019-08-10 11:04:49,637",65,14597,20.1,60,0.092676
"2019-08-10 11:04:59,770",66,14950,31.8,95,0.092499
"2019-08-10 11:05:06,878",67,15199,22.5,66,0.092374
"2019-08-10 11:05:39,259",68,16300,101.9,338,0.091824
"2019-08-10 11:05:46,839",69,16566,24.0,70,0.091690
"2019-08-10 11:05:58,696",70,16979,37.3,113,0.091484
"2019-08-10 11:06:04,698",71,17184,18.1,55,0.091381
"2019-08-10 11:06:12,475",72,17450,23.3,72,0.091247
"2019-08-10 11:06:19,920",73,17706,22.6,69,0.091119
"2019-08-10 11:06:25,691",74,17909,18.3,53,0.091017
"2019-08-10 11:06:37,132",75,18303,35.1,108,0.090820
"2019-08-10 11:06:41,830",76,18463,14.6,43,0.090739
"2019-08-10 11:06:47,499",77,18653,16.7,52,0.090644
"2019-08-10 11:06:52,234",78,18817,14.5,43,0.090561
"2019-08-10 11:06:56,898",79,18982,14.7,43,0.090479
"2019-08-10 11:07:09,714",80,19428,40.3,122,0.090255
"2019-08-10 11:07:14,479",81,19594,14.5,43,0.090172
"2019-08-10 11:07:26,544",82,20006,37.1,115,0.089966
"2019-08-10 11:07:35,026",83,20295,26.0,79,0.089821
"2019-08-10 11:07:46,744",84,20700,36.9,111,0.089618
"2019-08-10 11:07:54,648",85,20970,23.9,73,0.089483
"2019-08-10 11:08:01,404",86,21200,20.2,62,0.089367
"2019-08-10 11:08:10,292",87,21508,27.8,83,0.089213
"2019-08-10 11:08:14,981",88,21671,14.4,43,0.089131
"2019-08-10 11:08:37,018",89,22440,71.6,220,0.088746
"2019-08-10 11:08:45,568",90,22742,27.9,80,0.088595
"2019-08-10 11:08:55,253",91,23081,31.3,91,0.088425
"2019-08-10 11:09:03,808",92,23381,27.2,80,0.088275
"2019-08-10 11:09:08,504",93,23547,14.9,43,0.088191
"2019-08-10 11:09:19,270",94,23921,33.5,102,0.088004
"2019-08-10 11:09:25,428",95,24134,18.7,57,0.087897
"2019-08-10 11:09:30,120",96,24296,14.0,43,0.087816
"2019-08-10 11:09:34,842",97,24459,14.5,43,0.087734
"2019-08-10 11:09:40,402",98,24654,17.4,51,0.087636
"2019-08-10 11:09:45,204",99,24821,14.9,44,0.087552
"2019-08-10 11:09:49,912",100,24982,14.3,43,0.087471
"2019-08-10 11:09:56,525",101,25208,20.1,61,0.087358
"2019-08-10 11:10:02,329",102,25407,17.9,53,0.087258
"2019-08-10 11:10:08,992",103,25638,20.6,62,0.087142
"2019-08-10 11:10:14,810",104,25841,18.0,53,0.087040
"2019-08-10 11:10:19,585",105,26009,14.8,43,0.086956
"2019-08-10 11:10:24,315",106,26175,15.0,43,0.086872
"2019-08-10 11:10:30,092",107,26377,18.0,53,0.086771
"2019-08-10 11:10:42,468",108,26804,38.4,118,0.086557
"2019-08-10 11:10:48,391",109,27011,18.4,54,0.086453
"2019-08-10 11:10:53,088",110,27180,15.6,43,0.086368
"2019-08-10 11:11:03,811",111,27550,33.1,101,0.086183
"2019-08-10 11:11:13,563",112,27888,30.4,92,0.086014
"2019-08-10 11:11:21,872",113,28176,25.6,77,0.085869
"2019-08-10 11:11:31,203",114,28505,30.2,88,0.085704
"2019-08-10 11:11:49,172",115,29138,58.6,176,0.085388
"2019-08-10 11:11:56,453",116,29390,22.4,67,0.085261
"2019-08-10 11:12:02,632",117,29608,19.9,57,0.085152
"2019-08-10 11:12:12,279",118,29939,29.0,91,0.084986
"2019-08-10 11:12:18,300",119,30152,19.3,55,0.084879
"2019-08-10 11:12:23,088",120,30319,14.5,44,0.084795
"2019-08-10 11:12:37,186",121,30806,44.1,135,0.084551
"2019-08-10 11:12:46,343",122,31122,27.9,86,0.084393
"2019-08-10 11:12:52,167",123,31328,18.8,53,0.084290
"2019-08-10 11:13:02,220",124,31685,33.2,94,0.084111
"2019-08-10 11:13:11,844",125,32022,30.4,90,0.083942
"2019-08-10 11:13:18,948",126,32269,22.3,66,0.083818
"2019-08-10 11:13:23,689",127,32436,15.1,43,0.083734
"2019-08-10 11:13:31,534",128,32708,24.3,73,0.083598
"2019-08-10 11:13:38,526",129,32954,22.2,65,0.083475
"2019-08-10 11:13:44,375",130,33156,17.5,54,0.083373
"2019-08-10 11:14:03,436",131,33811,58.8,187,0.083045
"2019-08-10 11:14:16,785",132,34282,43.7,128,0.082810
"2019-08-10 11:14:30,821",133,34771,44.4,135,0.082565
"2019-08-10 11:14:45,406",134,35279,46.2,140,0.082311
"2019-08-10 11:14:50,210",135,35447,14.9,44,0.082226
"2019-08-10 11:14:54,916",136,35609,14.1,43,0.082145
"2019-08-10 11:15:01,545",137,35834,19.5,61,0.082032
"2019-08-10 11:15:12,143",138,36201,33.0,100,0.081848
"2019-08-10 11:15:27,073",139,36724,48.3,144,0.081586
"2019-08-10 11:15:31,912",140,36895,15.3,44,0.081501
"2019-08-10 11:15:39,076",141,37142,22.1,66,0.081377
"2019-08-10 11:15:43,861",142,37307,14.4,44,0.081294
"2019-08-10 11:15:48,685",143,37475,14.9,44,0.081209
"2019-08-10 11:15:57,027",144,37764,25.5,78,0.081064
"2019-08-10 11:16:02,957",145,37970,18.1,55,0.080961
"2019-08-10 11:16:11,649",146,38268,26.5,81,0.080812
